Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,attackacrack.com,a1foundationcrackrepair.com,crackx.com,groundworks.com,attackacrack.com (pages),a1foundationcrackrepair.com (pages),crackx.com (pages),groundworks.com (pages),Results
diy crawl space encapsulation,Informational,880,2,1.54,1.00,0,0,0,33,,,,https://www.groundworks.com/resources/encapsulating-a-crawl-space-the-right-way-with-professional-assistance/,350000
does home insurance cover foundation repair,Informational,880,28,6.15,0.07,0,0,0,67,,,,https://www.groundworks.com/resources/is-foundation-repair-covered-under-home-insurance/,112000000
does homeowners insurance cover foundation issues,"Commercial, Informational",880,32,4.09,0.07,0,0,0,64,,,,https://www.groundworks.com/resources/is-foundation-repair-covered-under-home-insurance/,12400000
driveway coating,"Commercial, Informational",880,17,3.27,0.95,0,0,0,80,,,,https://www.groundworks.com/,7470000
driveway leveling,Commercial,880,10,6.48,0.47,0,0,0,1,,,,https://www.groundworks.com/resources/driveway-leveling/,7640000
dry pro,Navigational,880,13,9.91,0.55,0,0,0,16,,,,https://www.groundworks.com/2021/01/07/groundworks-acquires-north-carolinas-dry-pro-foundation-and-crawlspace-specialists/,1270000000
dry wall cracks,Informational,880,19,2.55,0.32,0,0,0,6,,,,https://www.groundworks.com/resources/drywall-cracks-when-to-worry/,200
drywall cracks,Informational,880,10,3.33,0.16,0,0,0,21,,,,https://www.groundworks.com/resources/drywall-cracks-when-to-worry/,8850000
earthquakes in the us,Informational,880,60,0.00,0.00,0,0,0,37,,,,https://www.groundworks.com/resources/worst-us-cities-for-earthquakes/,35800000
exterior foundation crack repair,Informational,880,17,8.01,0.93,0,0,0,17,,,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,6340000
fix spalling concrete,Informational,880,20,3.01,0.35,0,72,0,0,,https://www.a1foundationcrackrepair.com/spalling-concrete,,,878000
fix sump pump,Informational,880,12,21.69,0.12,0,0,0,45,,,,https://www.groundworks.com/resources/how-to-fix-sump-pump-problems/,9910000
fixing a slab leak,Informational,880,20,19.10,0.41,0,0,0,55,,,,https://www.groundworks.com/resources/slab-leakage/,8610000
fixing foundation cracks,Informational,880,29,11.85,0.51,0,0,87,18,,,https://crackx.com/foundation-floor-crack-repair/,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,8410000
fixing house foundation,Informational,880,19,18.84,0.74,0,0,0,5,,,,https://www.groundworks.com/resources/easy-steps-to-repair-house-foundation/,354000000
flooded basement cleanup companies near me,Transactional,880,18,45.60,0.61,0,0,0,64,,,,https://www.groundworks.com/resources/how-to-clean-up-a-flooded-basement/,1660000
foundation and basement waterproofing,Informational,880,43,10.22,0.74,0,0,0,13,,,,https://www.groundworks.com/solutions/basement-waterproofing/,0
foundation and types,Informational,880,14,1.33,0.04,0,0,28,0,,,https://crackx.com/types-of-commercial-building-foundations/,,1810000000
foundation cracks normal,Informational,880,10,3.41,0.20,0,0,0,8,,,,https://www.groundworks.com/resources/are-foundation-cracks-normal/,35800000
foundation engineer inspection cost,Informational,880,13,10.11,0.21,0,0,0,77,,,,https://www.groundworks.com/,20000000
foundation footing,Informational,880,14,4.70,0.06,0,0,0,12,,,,https://www.groundworks.com/glossary/concrete-footing/,34400000
foundation of a house,Informational,880,16,7.82,0.17,0,0,0,16,,,,https://www.groundworks.com/resources/popular-house-foundation-types/,2000000000
foundation repair home,Commercial,880,27,18.84,0.74,0,0,0,4,,,,https://www.groundworks.com/resources/easy-steps-to-repair-house-foundation/,242000000
foundation repair houston tx,Commercial,880,49,27.98,0.88,0,0,0,38,,,,https://www.groundworks.com/service-areas/foundation-repair-houston-tx/,14300000
foundation repair pricing,Transactional,880,24,7.49,0.29,0,0,0,26,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,141000000
foundation settling repair cost,"Commercial, Informational",880,20,8.82,0.59,0,0,0,36,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,6400000
foundation systems of michigan livonia,Informational,880,30,16.28,0.58,0,0,0,5,,,,https://www.groundworks.com/locations/foundation-systems-of-michigan/,156000
getting rid of ants in house,Informational,880,38,1.15,0.87,0,0,0,57,,,,https://www.groundworks.com/resources/ants-in-the-house/,92700000
goodworks,Informational,880,44,3.03,0.03,0,0,0,22,,,,https://www.groundworks.com/goodworks/,13400000
