Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
america's largest dam,1,1,110,37,0.00,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,27,0.03,0.00,0,19400000,"[68,8,2,0,0,1,0,0,0,0,0,0]",2026-02-28,"Local pack, Image pack, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
tunnel sealing,1,1,320,3,0.00,https://www.groundworks.com/commercial/solutions/infrastructure-rehabilitation/tunnel-sealing/,26,0.03,0.00,0,5620000,"[10,13,13,3,10,24,45,8,67,24,20,36]",2026-03-05,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
house raising contractors near me,1,1,320,36,7.03,https://www.groundworks.com/locations/groundworks-riverside/groundworks-riverside-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-ont,26,0.03,182.00,0.8,27400000,"[4,10,16,100,16,16,10,16,10,10,8,6]",2026-02-21,"Local pack, Video, People also ask, Related searches, AI overview",transactional,Local pack
jes foundation repair,5,5,4400,50,11.50,https://www.groundworks.com/locations/jes-foundation-repair/,26,0.03,299.00,0.4,0,"[66,81,100,81,81,81,100,100,81,81,66,66]",2026-03-07,"Local pack, Sitelinks, Video, Image, Related searches, See results about",informational,Organic
basement & drainage systems,2,2,320,17,6.74,https://www.groundworks.com/resources/the-most-important-things-to-know-about-basement-drains/,26,0.03,175.00,0.46,10200000,"[4,4,2,5,5,5,100,100,66,66,100,81]",2026-01-21,"Local pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
crawlspace encapsulation near me,5,5,2900,11,23.53,https://www.groundworks.com/service-areas/crawl-space-repair-detroit-mi/,26,0.03,611.00,0.07,1430000,"[4,3,8,10,5,10,10,24,81,24,100,100]",2026-03-02,"Local pack, People also ask, Related searches",transactional,Organic
crawl space vapor barrier installation,3,3,2900,8,8.08,https://www.groundworks.com/resources/how-to-install-vapor-barrier/,26,0.03,210.00,0.13,1970000,"[10,13,4,10,54,43,13,66,43,28,100,100]",2026-03-02,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
foundation specialist near me,5,5,2900,36,22.90,https://www.groundworks.com/,26,0.03,595.00,0.59,384000000,"[10,15,24,36,28,81,81,100,81,36,54,10]",2026-03-03,"Local pack, Video, People also ask, Related searches",transactional,Organic
groundworks foundation repair reviews,1,1,320,32,9.18,https://www.groundworks.com/locations/groundworks-colorado-springs/groundworks-colorado-springs-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-cos,26,0.03,238.00,0.54,303000,"[23,28,44,35,44,44,66,54,81,81,100,54]",2026-01-23,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Local pack
basement authority reviews,1,1,320,28,7.47,https://www.groundworks.com/locations/groundworks-charleston/groundworks-charleston-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_bawv,26,0.03,194.00,0.23,6780000,"[36,54,66,19,100,44,29,100,23,23,44,19]",2026-03-04,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Local pack
concrete jacking,5,0,2900,20,10.61,https://www.groundworks.com/solutions/concrete-lifting/,26,0.03,275.00,0.78,0,"[81,19,36,28,81,100,100,43,28,19,19,7]",2026-03-08,"Local pack, Image pack, Video, Image, Video Carousel, Related searches",transactional,Organic
foundation tar,2,2,320,17,1.82,https://www.groundworks.com/glossary/tar-coating/,26,0.03,47.00,1,129000000,"[11,28,18,44,54,54,66,81,66,66,66,44]",2026-02-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos, AI overview","commercial, informational",Organic
foundation support,3,3,590,29,7.13,https://www.groundworks.com/resources/foundation-support-solutions-that-protect-your-home/,25,0.02,178.00,0.61,1780000000,"[24,24,36,30,55,30,45,45,45,36,67,100]",2026-01-15,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
the wettest city in the us,4,4,590,,0.16,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,25,0.02,4.00,0.01,6360000,"[44,5,1,2,100,82,0,0,0,0,0,0]",2026-01-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
the rainiest city in the united states,1,1,390,44,0.16,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,25,0.02,4.00,0.01,334000,"[44,5,3,3,100,11,0,0,0,0,0,0]",2026-02-01,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,People also ask
groundworks southaven,1,2,30,23,8.87,https://www.groundworks.com/service-areas/mississippi/southaven-ms/,24,0.02,212.00,0.4,0,"[0,0,0,0,0,100,7,7,7,7,7,7]",2026-03-08,"Knowledge panel, Video, Image, Related searches","informational, transactional",Organic
innovative basements,1,1,30,33,9.63,https://www.groundworks.com/locations/groundworks-minneapolis/groundworks-minneapolis-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_iba-msp,24,0.02,231.00,0.66,0,"[9,9,9,9,9,9,52,9,9,9,9,9]",2026-03-08,"Local pack, Sitelinks, Video, Related searches, See results about",navigational,Local pack
groundworks operations,1,1,30,37,2.85,https://www.groundworks.com/,24,0.02,68.00,0.18,1290000,"[22,22,0,11,22,44,22,44,100,44,33,22]",2026-02-22,"Sitelinks, Video, People also ask, Related searches, See results about",navigational,Organic
largest dam in the us,3,3,1300,29,0.04,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,24,0.02,0.00,0.02,183000000,"[55,24,44,55,44,30,20,34,34,82,24,44]",2026-02-24,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
groundworks locations near me,1,1,30,30,5.55,https://www.groundworks.com/locations/groundworks-denver/groundworks-denver-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-dnv,24,0.02,133.00,0.75,1360000,"[0,0,100,14,78,14,14,14,14,14,14,14]",2026-02-25,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches","navigational, transactional",Local pack
america biggest dam,1,1,590,34,0.04,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,24,0.02,0.00,0.02,95800000,"[44,3,3,0,0,0,0,100,0,0,0,82]",2026-02-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
basement systems of west virginia,1,1,30,,9.95,https://www.groundworks.com/locations/groundworks-charleston/groundworks-charleston-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_bawv,24,0.02,238.00,0.6,2850000,"[7,11,0,3,15,3,34,26,11,19,7,7]",2026-01-28,"Local pack, Sitelinks, Video, Related searches",transactional,Local pack
abutment on a bridge,1,1,590,23,0.00,https://www.groundworks.com/commercial/solutions/infrastructure-rehabilitation/bridge-abutment/,24,0.02,0.00,0,5360000,"[5,3,8,24,3,34,11,24,24,34,30,16]",2026-01-13,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Image pack
groundworks dallas,1,1,30,14,14.08,https://www.groundworks.com/locations/groundworks-dallas/,24,0.02,337.00,0.57,197000,"[22,22,33,11,22,0,33,100,22,44,33,11]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
snowfall mammoth lakes california,4,4,1600,31,0.77,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,24,0.02,18.00,0.05,174000,"[23,3,66,29,19,7,3,1,1,10,29,54]",2026-02-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
what is the biggest dam in the world,1,1,590,30,0.00,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,24,0.02,0.00,0,145000000,"[44,54,81,67,100,100,36,67,54,67,81,100]",2026-02-15,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
groundworks bloomington il,1,1,30,15,5.58,https://www.groundworks.com/locations/foundation-recovery-systems/bloomington-branch/,24,0.02,133.00,0.44,6320,"[0,0,22,22,22,44,22,77,100,22,22,22]",2026-02-22,"Local pack, People also ask, Related searches",navigational,Organic
slab foundations,1,1,590,33,3.92,https://www.groundworks.com/glossary/slab-foundation/,24,0.02,94.00,0.07,94600000,"[13,67,36,45,55,36,76,45,45,36,36,24]",2026-01-21,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
groundworks tulsa reviews,1,1,30,20,8.22,https://www.groundworks.com/locations/groundworks-tulsa/groundworks-tulsa-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-tul,24,0.02,197.00,0.28,5540,"[40,40,40,40,40,40,40,100,100,40,40,40]",2026-01-08,"Local pack, Video, People also ask, Related searches",commercial,Local pack
groundworks solutions,1,1,30,35,7.42,https://www.groundworks.com/solution/,24,0.02,178.00,0.5,1460000,"[100,100,60,100,100,80,60,40,40,40,40,40]",2026-02-08,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
groundwork com,1,1,30,56,9.03,https://www.groundworks.com/,24,0.02,216.00,0.72,32600000,"[14,14,14,14,14,14,14,14,14,100,0,0]",2026-01-25,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
crawl space mold removal,5,5,8100,12,11.85,https://www.groundworks.com/resources/removing-crawl-space-mold/,24,0.02,284.00,0.48,1980000,"[2,8,10,24,24,44,54,66,100,81,54,54]",2026-03-02,"Local pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
home foundation repair near me,9,9,1900,8,22.13,https://www.groundworks.com/service-areas/california/modesto-ca/,24,0.02,531.00,0.3,0,"[3,29,36,13,24,36,16,36,13,36,7,3]",2026-03-07,"Local pack, Video, Related searches",transactional,Organic
groundworks billings mt,1,1,30,,9.94,https://www.groundworks.com/service-areas/foundation-repair-billings-mt/,24,0.02,238.00,0.52,3220,"[0,0,0,0,0,0,18,18,18,100,100,18]",2026-02-22,"Local pack, Image, People also ask, Related searches",navigational,Organic
major us dams,1,1,590,,0.09,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,24,0.02,2.00,0.03,23100000,"[13,25,31,100,100,7,3,84,4,1,1,4]",2026-01-10,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,People also ask
crawl space contractors,3,3,1000,24,21.22,https://www.groundworks.com/solutions/crawl-space-repair/,24,0.02,509.00,0.28,3730000,"[41,16,16,16,30,30,20,66,79,54,100,54]",2026-01-21,"Local pack, Sitelinks, Video, People also ask, Related searches, See results about",commercial,Organic
foundation groundworks,1,1,30,34,8.60,https://www.groundworks.com/,24,0.02,206.00,0.31,1520000,"[18,100,18,18,18,18,18,18,18,18,18,18]",2026-02-25,"Local pack, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
basement systems wv,1,1,30,,12.00,https://www.groundworks.com/locations/groundworks-charleston/groundworks-charleston-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_bawv,24,0.02,288.00,0.62,3990000,"[14,28,28,57,28,57,57,57,42,28,57,0]",2026-01-12,"Local pack, Video, Image, Related searches","navigational, transactional",Local pack
crawl space service,4,4,1900,20,18.16,https://www.groundworks.com/solutions/crawl-space-repair/,24,0.02,435.00,0.74,41300000,"[8,27,44,36,44,36,20,80,100,66,52,80]",2026-03-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
what us state gets the most snow,1,1,590,45,0.11,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,24,0.02,2.00,0,785000000,"[100,55,62,45,36,16,10,13,30,16,20,24]",2026-01-22,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches, Short videos",informational,People also ask
groundworks kansas city,1,1,30,20,10.06,https://www.groundworks.com/locations/foundation-recovery-systems/kansas-city-branch/,24,0.02,241.00,0.62,52800,"[28,14,14,50,14,14,14,14,14,14,14,14]",2026-02-15,"Local pack, Sitelinks, Image, People also ask, Related searches",navigational,Organic
crawl space repairs near me,3,3,1300,7,18.29,https://www.groundworks.com/service-areas/crawl-space-repair-newnan-ga/,24,0.02,438.00,0.53,5520000,"[66,29,3,3,5,8,10,29,44,29,24,18]",2026-02-23,"Local pack, People also ask, Related searches, AI overview",transactional,Organic
wood rot in crawl space,1,1,1300,5,7.87,https://www.groundworks.com/resources/5-signs-of-wood-rot-in-your-crawl-space-you-shouldnt-ignore/,24,0.02,188.00,0.31,2120000,"[2,2,0,2,0,2,1,3,100,100,29,53]",2026-01-31,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
groundworks com rowe,1,1,30,15,7.29,https://www.groundworks.com/rowe/,24,0.02,174.00,0.65,34600,"[11,22,100,55,22,22,22,22,22,22,22,22]",2026-02-25,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
foundation inspector near me,2,2,1000,17,21.02,https://www.groundworks.com/resources/foundation-inspection/,24,0.02,504.00,0.5,19400000,"[16,41,66,79,41,41,30,41,30,54,54,30]",2026-02-21,"Local pack, Video, People also ask, Related searches",transactional,Organic
backfilled,1,1,720,38,0.00,https://www.groundworks.com/glossary/problems-caused-by-backfill-soil/,23,0.02,0.00,0,1780000,"[10,24,10,13,13,7,10,7,10,7,5,7]",2026-01-23,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,People also ask
big dams in us,1,1,720,,0.04,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,23,0.02,0.00,0.02,35400000,"[0,5,52,100,0,0,0,0,0,0,0,66]",2026-01-21,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
lift for concrete,1,1,720,14,12.48,https://www.groundworks.com/resources/concrete-leveling-ultimate-guide/,23,0.02,287.00,0.53,68600000,"[29,4,1,0,1,20,22,81,22,4,3,3]",2026-02-28,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",transactional,People also ask
foundation water damage,1,1,390,7,12.56,https://www.groundworks.com/resources/how-long-before-water-will-damage-foundation/,23,0.02,288.00,0.09,446000000,"[23,23,29,44,29,36,36,81,100,66,54,66]",2026-01-22,"Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,AI overview
scary room,1,1,720,39,0.81,https://www.groundworks.com/resources/scariest-room-in-the-home/,23,0.02,18.00,0.04,790000000,"[16,8,31,25,46,37,52,37,37,46,37,100]",2026-01-07,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,People also ask
house insects,1,1,720,50,0.40,https://www.groundworks.com/resources/worst-pests-in-your-home/,23,0.02,9.00,0.94,186000000,"[31,25,25,20,20,68,46,52,68,52,31,13]",2026-02-07,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",informational,People also ask
household insects,1,1,720,48,1.19,https://www.groundworks.com/resources/worst-pests-in-your-home/,23,0.02,27.00,0.45,193000000,"[36,36,36,45,45,55,76,67,67,55,45,36]",2026-02-13,"Image pack, Video, Image, People also ask, Related searches",informational,People also ask
mold removal from crawl space,1,1,390,16,13.32,https://www.groundworks.com/resources/removing-crawl-space-mold/,23,0.02,306.00,0.43,1560000,"[23,29,29,36,54,81,54,36,54,54,44,54]",2026-01-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
what is termiticide,1,1,720,24,1.82,https://www.groundworks.com/glossary/termiticide/,23,0.02,41.00,0.02,30500000,"[8,13,8,7,3,3,79,100,66,54,3,20]",2026-01-15,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
basement companies near me,1,1,720,31,13.66,https://www.groundworks.com/service-areas/beckley-wv/,23,0.02,314.00,0.8,62300000,"[41,41,66,10,41,10,10,24,30,66,8,4]",2026-02-18,"Knowledge panel, Ads bottom, People also ask, Related searches, AI overview",transactional,AI overview
