Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
what is a bulkhead in a house,62,62,140,3,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-wanted-to-know-about-bulkheads-but-were-too-afraid-to-ask,0,0,0.00,0,10800000,"[35,53,23,28,35,35,35,53,43,35,28,28]",2026-02-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
what is a bulkhead in a house,64,64,140,3,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-wanted-to-know-about-bulkheads-but-were-too-afraid-to-ask,0,0,0.00,0,10800000,"[35,53,23,28,35,35,35,53,43,35,28,28]",2026-02-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
steps repair near me,80,80,30,25,8.73,https://www.a1foundationcrackrepair.com/residential-steps-repair,0,0,0.00,0.79,854000000,"[60,60,100,40,80,60,60,60,100,40,80,80]",2026-01-06,"Knowledge panel, Video, People also ask, Related searches",transactional,Organic
how to repair leaky pipe,1,1,480,24,3.04,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0.81,6330000,"[8,10,24,20,10,20,7,8,4,20,4,100]",2026-03-05,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
basement crack leak,36,36,50,3,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.64,2250000,"[9,9,9,100,9,9,9,42,33,9,9,9]",2026-01-29,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
basement leaks where wall meets floor,52,52,210,1,11.14,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.94,1340000,"[28,35,28,35,54,35,44,54,54,54,28,15]",2026-02-20,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
basement leaks where wall meets floor,54,54,210,1,11.14,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.94,1340000,"[28,35,28,35,54,35,44,54,54,54,28,15]",2026-02-20,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
basement and foundation repair hampton,24,24,40,4,0.00,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0,394000,"[40,100,80]",2026-02-21,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
expert foundation crack repair,10,10,70,15,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,24100000,"[7,100,64,28]",2026-01-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
expert foundation crack repair,79,79,70,15,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0,24100000,"[7,100,64,28]",2026-01-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
bulkhead covers,3,3,30,22,0.84,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/leaking_bulkheads_need_waterproofing,0,0,0.00,0.29,12000000,"[44,55,0,0,11,0,77,77,44,55,33,44]",2026-02-26,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
quick leak fix,1,1,30,14,6.24,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0.96,81600000,"[40,40,40,40,40,40,40,40,100,100,40,40]",2026-01-12,"Image pack, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
foundation repair manchester,93,93,40,3,0.00,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0.33,5500000,"[18,18,18,18,100,27,18,63,45,36,27,18]",2026-01-24,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
sealing a bulkhead door,16,16,110,7,1.32,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/sealing-your-basement-bulkhead-dont-do-it-yourself-boston-ma,0,0,0.00,1,1920000,"[11,29,41,52,52,41,64,100,100,82,82,82]",2026-02-17,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sealing a bulkhead door,94,94,110,7,1.32,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/why-is-my-bulkhead-leaking-boston-ma,0,0,0.00,1,1920000,"[11,29,41,52,52,41,64,100,100,82,82,82]",2026-02-17,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
foundation floor cracks,37,37,170,1,5.21,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-floor-cracks-dangerous-or-not-boston,0,0,0.00,0.07,21000000,"[5,28,7,7,7,17,35,82,66,82,82,100]",2026-01-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
foundation floor cracks,78,78,170,1,5.21,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-floor-cracks-dangerous-or-not-boston,0,0,0.00,0.07,21000000,"[5,28,7,7,7,17,35,82,66,82,82,100]",2026-01-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
foundation crack repair companies near me,67,67,40,22,16.52,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.9,20100000,"[18,18,18,100,63,18,18,27,36,27,18,18]",2026-02-08,"Local pack, Video, People also ask, Related searches",transactional,Organic
foundation and concrete repair,57,57,70,37,11.90,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.52,43400000,"[29,5,29,11,5,23,23,100,100,64,23,23]",2026-02-07,"Local pack, Video, Video Carousel, People also ask, Related searches",commercial,Organic
column repair near me,42,42,140,13,6.25,https://www.a1foundationcrackrepair.com/lally-column-replacement,0,0,0.00,0.91,111000000,"[5,5,5,5,5,12,35,35,100,100,66,43]",2026-01-12,"Knowledge panel, Video, People also ask, Related searches",transactional,Organic
basement crack,41,41,260,10,8.87,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-floor-cracks-dangerous-or-not-boston,0,0,0.00,0.03,34500000,"[14,22,18,18,22,18,43,81,81,81,100,100]",2026-02-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
basement crack,63,63,260,10,8.87,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-and-foundation-cracks-cause-foundation-leaks-boston,0,0,0.00,0.03,34500000,"[14,22,18,18,22,18,43,81,81,81,100,100]",2026-02-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
lally column detail,15,15,40,5,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,0,0,0.00,0.22,360000,"[35,14,14,14,78,14,14,78,14,14,14,14]",2026-02-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
skim coat foundation,12,12,50,12,6.25,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/stone-foundation-water-problems-is-skim-coating-the-solution-boston-ma,0,0,0.00,0.44,2240000,"[18,18,18,18,100,18,100,100,18,100,36,18]",2026-01-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sealing old stone basement walls,85,85,30,5,2.34,https://www.a1foundationcrackrepair.com/stone-foundation,0,0,0.00,0.47,4240000,"[18,18,18,63,18,18,18,18,18,18,18,18]",2026-01-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
house with stone foundation,71,71,30,7,3.30,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/when-do-you-need-to-repoint-a-stone-foundation-boston-ma,0,0,0.00,0.05,248000000,"[20,40,60,60,60,100,20,60,60,60,40,40]",2026-02-22,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
a1 basement solutions reviews,12,12,50,17,0.00,https://www.a1foundationcrackrepair.com/testimonials,0,0,0.00,0.05,0,"[64,11,11,11,64,64,41,41,41,29,17,11]",2026-03-07,"Knowledge panel, Related searches, AI overview",commercial,Organic
waterproofing basement ct,18,18,70,52,10.24,https://www.a1foundationcrackrepair.com/connecticut,0,0,0.00,0.82,559000,"[22,18,14,6,14,29,14,14,18,14,18,14]",2026-01-26,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
waterproofing basement ct,19,19,70,52,10.24,https://www.a1foundationcrackrepair.com/connecticut,0,0,0.00,0.82,559000,"[22,18,14,6,14,29,14,14,18,14,18,14]",2026-01-26,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
foundation repair natick,11,11,50,2,0.00,https://www.a1foundationcrackrepair.com/massachusetts,0,0,0.00,0,232000,"[0,9,36,81,45,100]",2026-02-21,"Local pack, Video, Image, Related searches",commercial,Organic
foundation repair natick,34,34,50,2,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0,232000,"[0,9,36,81,45,100]",2026-02-21,"Local pack, Video, Image, Related searches",commercial,Organic
foundation repair natick,59,59,50,2,0.00,https://www.a1foundationcrackrepair.com/about,0,0,0.00,0,232000,"[0,9,36,81,45,100]",2026-02-21,"Local pack, Video, Image, Related searches",commercial,Organic
sump pump installation mattituck,70,70,50,0,0.00,https://www.a1foundationcrackrepair.com/sump-pump,0,0,0.00,0,7030,"[27,63,100,63,36,36]",2026-02-27,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
stair repair/resurfacing,7,7,70,15,0.00,https://www.a1foundationcrackrepair.com/residential-steps-repair,0,0,0.00,0,1260000,"[44,100]",2026-02-20,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Image pack
stair repair/resurfacing,50,50,70,15,0.00,https://www.a1foundationcrackrepair.com/damaged-stairs,0,0,0.00,0,1260000,"[44,100]",2026-02-20,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
house foundation crack repair,66,66,170,18,10.57,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.91,14800000,"[9,6,9,12,12,9,12,15,66,100,15,9]",2026-01-05,"Local pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
bilco bulkhead doors,2,2,320,16,1.19,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/leaking_bulkheads_need_waterproofing,0,0,0.00,1,13500,"[35,23,28,15,23,35,44,81,100,81,81,81]",2026-01-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums","informational, transactional",People also ask
flat bulkhead doors,2,2,30,11,1.46,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/leaking_bulkheads_need_waterproofing,0,0,0.00,1,3910000,"[18,18,18,18,18,18,18,18,36,27,45,36]",2026-02-22,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
basement waterproofing natick,16,16,70,3,0.00,https://www.a1foundationcrackrepair.com/massachusetts,0,0,0.00,0,43200,"[0,14,0,21,35,100,64,78,50,50,64]",2026-02-22,"Local pack, Video, Related searches",commercial,Organic
foundation crack repair service company,5,5,40,21,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,8860000,"[100,71,0]",2026-01-08,"Local pack, People also ask, Related searches, See results about, AI overview","commercial, informational",Organic
foundation crack repair service company,8,8,40,21,0.00,https://www.a1foundationcrackrepair.com/?utm_source=google&utm_medium=gmb_url&utm_campaign=gmb_listing&utm_content=primary,0,0,0.00,0,8860000,"[100,71,0]",2026-01-08,"Local pack, People also ask, Related searches, See results about, AI overview","commercial, informational",Local pack
foundation crack repair service company,11,11,40,21,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,8860000,"[100,71,0]",2026-01-08,"Local pack, People also ask, Related searches, See results about, AI overview","commercial, informational",Organic
basement waterproofing porter square,71,71,40,16,0.00,https://www.a1foundationcrackrepair.com/basement-waterproofing,0,0,0.00,0,184000,"[11,11,22,33,100,77,77,22,22,33]",2026-03-02,"Local pack, Sitelinks, Video, Image",commercial,Organic
water pipe leak repair products,1,1,90,2,2.49,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0.99,18200000,"[14,29,18,22,14,14,18,18,14,14,14,14]",2026-02-28,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",People also ask
concrete crack repair basement,74,74,110,12,9.30,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.79,4570000,"[22,6,2,54,2,2,35,14,100,2,4,4]",2026-01-18,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
sandstone foundation,43,43,590,7,3.11,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/why-is-there-always-dust-and-sand-by-my-stone-foundation,0,0,0.00,0.02,1140000000,"[30,36,67,30,67,67,55,36,55,36,45,30]",2026-01-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sandstone foundation,50,50,590,7,3.11,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/why-is-there-always-dust-and-sand-by-my-stone-foundation,0,0,0.00,0.02,1140000000,"[30,36,67,30,67,67,55,36,55,36,45,30]",2026-01-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
waterproofing foundation repair,90,90,390,34,22.73,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.65,0,"[29,15,19,23,23,23,67,100,67,54,44,44]",2026-03-06,"Local pack, Video, Video Carousel, Related searches",commercial,Organic
basement seepage fix,60,60,30,26,23.09,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.7,1210000,"[100,18,18,18,18,18,18,18,18,18,18,18]",2026-01-31,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
basement concrete crack,55,55,260,20,6.94,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,0,0,0.00,0.04,8330000,"[2,2,5,15,6,23,36,44,100,44,66,66]",2026-02-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
basement concrete crack,61,61,260,20,6.94,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,0,0,0.00,0.04,8330000,"[2,2,5,15,6,23,36,44,100,44,66,66]",2026-02-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
fix leaking pipe,1,1,210,23,10.40,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0.95,72800000,"[15,12,19,12,81,15,15,15,19,44,36,36]",2026-01-14,"Video, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",People also ask
