Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
crack in wall drawing,1,1,40,22,0.00,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.33,19100000,"[18,18,18,18,100,18,18,18,18,18,100,18]",2026-02-19,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums","informational, transactional",People also ask
epoxy floor maintenance,9,9,210,2,1.49,https://crackx.com/a-complete-epoxy-floor-care-guide-from-installation-to-upkeep/,0,0,0.00,0.3,14500000,"[53,43,43,53,81,100,81,100,81,81,81,53]",2026-01-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cost of building a foundation basement,18,18,50,14,2.44,https://crackx.com/cost-of-finishing-a-basement-the-truth/,0,0,0.00,0.18,20900000,"[50,35,64,21,35,50,35,35,35,14,14,14]",2026-01-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
signs of structural issues in a house,79,79,70,17,2.13,https://crackx.com/signs-of-structural-damage-of-a-property/,0,0,0.00,0.36,59800000,"[6,34,34,6,6,6,6,100,6,6,6,6]",2026-03-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cracks in foundation when to worry,1,1,70,11,3.34,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.47,70000000,"[5,5,3,23,35,6,8,3,6,8,15,11]",2026-02-19,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
cracks in foundation when to worry,1,1,70,11,3.34,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.47,70000000,"[5,5,3,23,35,6,8,3,6,8,15,11]",2026-02-19,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
cracks in foundation when to worry,1,1,70,11,3.34,https://crackx.com/signs-of-structural-damage-of-a-property/,0,0,0.00,0.47,70000000,"[5,5,3,23,35,6,8,3,6,8,15,11]",2026-02-19,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
foundation strategies,4,4,70,22,3.68,https://crackx.com/a-comprehensive-guide-to-different-foundation-repair-methods/,0,0,0.00,0.16,490000000,"[35,12,12,23,12,23,12,12,23,17,17,17]",2026-02-26,"Knowledge panel, Video, People also ask, Related searches",navigational,People also ask
red tag near me,42,42,110,36,0.00,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.03,1810000000,"[100,66,42,33,100,52,52,33,33,33,33,33]",2026-01-20,"Local pack, Sitelinks, Video, People also ask, Related searches",transactional,Organic
foundation repair companies williamsburg,6,6,40,2,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,437000,"[40,100,80]",2026-02-21,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,People also ask
foundation repair nashville,4,4,390,39,68.71,https://crackx.com/foundation-repair/,0,0,0.00,0.63,11000000,"[44,36,15,36,44,54,36,67,67,67,44,36]",2026-03-03,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
repair basement floor,35,35,90,,11.00,https://crackx.com/best-methods-for-repairing-cracked-basement-floors-in-new-england-homes/,0,0,0.00,0.13,32800000,"[0,0,3,0,3,3,3,21,15,81,100,81]",2026-01-25,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
repair basement floor,40,40,90,,11.00,https://crackx.com/best-methods-for-repairing-cracked-basement-floors-in-new-england-homes/,0,0,0.00,0.13,32800000,"[0,0,3,0,3,3,3,21,15,81,100,81]",2026-01-25,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
advantages of epoxy garage floor,78,78,140,16,3.47,https://crackx.com/epoxy-garage-floors/,0,0,0.00,0.27,1060000,"[64,100,100,29,64,82,82,100,82,64,82,41]",2026-01-13,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to remove anchors from the wall,83,83,140,26,0.12,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.15,16300000,"[7,14,14,21,14,9,11,17,14,26,14,17]",2026-01-20,"Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums",informational,Organic
quartz epoxy floor coating,80,80,260,15,2.25,https://crackx.com/epoxy-decorative-quartz-floor/,0,0,0.00,1,4380000,"[35,54,15,18,23,35,23,8,100,66,81,66]",2026-01-20,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
types of cracks in plaster,67,67,110,7,0.00,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0,3130000,"[11,64,64,64,64,64,64,52,41,64,82,100]",2026-02-06,"Image pack, Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
can structural damage to house be fixed,73,73,110,10,4.89,https://crackx.com/signs-of-structural-damage-of-a-property/,0,0,0.00,0.36,96500000,"[42,42,42,26,42,34,34,65,42,26,34,42]",2026-01-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
basement wall crack repair near me,33,33,170,34,13.67,https://crackx.com/maine/,0,0,0.00,0.32,8540000,"[19,80,80,34,65,65,65,65,100,80,65,26]",2026-01-13,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic
basement wall crack repair near me,76,76,170,34,13.67,https://crackx.com/natick-massachusetts/,0,0,0.00,0.32,8540000,"[19,80,80,34,65,65,65,65,100,80,65,26]",2026-01-13,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic
cracks in basement floor leaking water,71,71,210,6,12.24,https://crackx.com/water-seepage-through-basement/,0,0,0.00,0.02,2600000,"[4,4,4,22,100,4,22,54,54,66,100,100]",2026-01-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cracks in basement floor leaking water,84,84,210,6,12.24,https://crackx.com/water-seepage-through-basement/,0,0,0.00,0.02,2600000,"[4,4,4,22,100,4,22,54,54,66,100,100]",2026-01-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
crack around window frame,2,2,30,2,3.58,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.18,60200000,"[40,40,80,80,40,40,60,60,40,60,60,60]",2026-02-22,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
crack around window frame,2,2,30,2,3.58,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.18,60200000,"[40,40,80,80,40,40,60,60,40,60,60,60]",2026-02-22,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
foundation for sandy soil,55,55,40,0,0.00,https://crackx.com/how-to-select-the-best-soil-for-your-foundation/,0,0,0.00,0.33,21100000,"[18,36,36,100,45,18,18,36,36,18,27,36]",2026-03-04,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
cracks in walls of home,61,61,110,27,5.08,https://crackx.com/how-to-know-if-a-crack-in-your-wall-is-serious/,0,0,0.00,0.57,31600000,"[41,52,100,100,82,82,52,64,64,52,82,41]",2026-01-28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cracks in walls of home,72,72,110,27,5.08,https://crackx.com/how-to-know-if-a-crack-in-your-wall-is-serious/,0,0,0.00,0.57,31600000,"[41,52,100,100,82,82,52,64,64,52,82,41]",2026-01-28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cellar bulkhead doors,4,4,390,30,1.14,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,0,0,0.00,0.72,289000,"[26,26,59,26,88,39,21,9,100,39,14,17]",2026-03-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
cellar bulkhead doors,4,4,390,30,1.14,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-2/,0,0,0.00,0.72,289000,"[26,26,59,26,88,39,21,9,100,39,14,17]",2026-03-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
foundation repair in atlanta,3,3,170,50,34.07,https://crackx.com/foundation-repair/,0,0,0.00,0.88,6330000,"[0,0,0,100,0,0,0,1,0,1,0,0]",2026-03-05,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
what to put on garage floor,84,84,30,13,1.31,https://crackx.com/garage-floor-coating-options/,0,0,0.00,0.95,241000000,"[28,28,42,42,42,57,42,57,57,42,42,42]",2026-02-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
foundation repair company saginaw tx,4,4,40,0,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,207000,"[0,14,42,28,57,57,28,100,100,100,100,100]",2026-02-20,"Local pack, Video, Image, People also ask, AI overview",commercial,People also ask
bulkhead for basement,26,26,40,21,1.20,https://crackx.com/bulkhead-door-installation-of-maine/,0,0,0.00,0.92,1520000,"[33,33,33,77,44,55,22,77,44,77,77,44]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
bulkhead for basement,65,65,40,21,1.20,https://crackx.com/bulkhead-door-installation-new-hampshire/,0,0,0.00,0.92,1520000,"[33,33,33,77,44,55,22,77,44,77,77,44]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
bulkhead for basement,86,86,40,21,1.20,https://crackx.com/how-to-seal-a-basement-bulkhead-door/,0,0,0.00,0.92,1520000,"[33,33,33,77,44,55,22,77,44,77,77,44]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
valley slurry seal,56,56,30,22,5.63,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.06,728000,"[14,14,14,14,14,14,14,78,14,14,14,14]",2026-01-22,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
bulkhead door repair,1,1,40,1,5.44,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,0,0,0.00,0.68,2730000,"[100,18,18,18,18,18,18,18,45,45,36,36]",2026-01-06,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",transactional,People also ask
bulkhead door repair,1,1,40,1,5.44,https://crackx.com/a-step-by-step-guide-to-bulkhead-waterproofing/,0,0,0.00,0.68,2730000,"[100,18,18,18,18,18,18,18,45,45,36,36]",2026-01-06,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",transactional,People also ask
bulkhead door repair,6,6,40,1,5.44,https://crackx.com/repair-a-leaking-bulkhead/,0,0,0.00,0.68,2730000,"[100,18,18,18,18,18,18,18,45,45,36,36]",2026-01-06,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
bulkhead door repair,6,6,40,1,5.44,https://crackx.com/new-hampshire/bilco-basement-bulkhead-doors-installation/,0,0,0.00,0.68,2730000,"[100,18,18,18,18,18,18,18,45,45,36,36]",2026-01-06,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",transactional,Image pack
bulkhead door repair,21,21,40,1,5.44,https://crackx.com/how-to-seal-a-basement-bulkhead-door/,0,0,0.00,0.68,2730000,"[100,18,18,18,18,18,18,18,45,45,36,36]",2026-01-06,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
bulkhead door repair,35,35,40,1,5.44,https://crackx.com/merrimack-valley-massachusetts/bulkhead-door-replacement-methuen-town/,0,0,0.00,0.68,2730000,"[100,18,18,18,18,18,18,18,45,45,36,36]",2026-01-06,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
bulkhead door repair,40,40,40,1,5.44,https://crackx.com/how-to-seal-a-basement-bulkhead-door/,0,0,0.00,0.68,2730000,"[100,18,18,18,18,18,18,18,45,45,36,36]",2026-01-06,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
bilco doors near me,56,56,110,15,3.05,https://crackx.com/bilco-bulkhead-door-installation-replace/,0,0,0.00,0.98,349000,"[23,33,33,52,52,52,52,66,80,100,66,52]",2026-02-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
bilco doors near me,80,80,110,15,3.05,https://crackx.com/bulkhead-door-installation-of-maine/,0,0,0.00,0.98,349000,"[23,33,33,52,52,52,52,66,80,100,66,52]",2026-02-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
brothers foundation repair,7,7,30,16,7.28,https://crackx.com/foundation-repair/,0,0,0.00,0.22,33800000,"[9,9,9,9,9,9,9,9,9,9,52,9]",2026-02-22,"Knowledge panel, Video, People also ask, Related searches",informational,People also ask
what is freeze thawing,88,88,50,37,0.00,https://crackx.com/understanding-how-freeze-and-thaw-cycles-affect-foundations/,0,0,0.00,0,47800000,"[18,100,18,18,100,18,18,18,18,100,100,100]",2026-02-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, See results about, Discussions and forums, AI overview",informational,Organic
cracks in doorways,71,71,110,3,0.00,https://crackx.com/signs-of-structural-damage-of-a-property/,0,0,0.00,0.01,64600000,"[34,0,34,0,0,65,100,53,0,0,65,81]",2026-01-22,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cracks in drywall joints,1,1,480,21,1.43,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.09,1400000,"[54,23,100,81,81,81,81,23,23,66,100,100]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
should there be water in my sump pump pit,50,50,40,,6.01,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.07,2660000,"[6,10,4,6,4,4,4,18,10,8,10,14]",2026-01-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
replacing cellar door,47,47,70,23,3.65,https://crackx.com/merrimack-valley-massachusetts/bulkhead-door-replacement-methuen-town/,0,0,0.00,0.89,925000,"[0,0,0,0,0,0,0,0,0,100,0,0]",2026-01-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
frost heave prevention,20,20,90,11,0.00,https://crackx.com/a-comprehensive-guide-to-frost-heave-and-its-prevention/,0,0,0.00,0.01,1160000,"[2,3,11,11,11,11,7,17,9,7,11,7]",2026-02-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
frost heave prevention,41,41,90,11,0.00,https://crackx.com/frost-heave/,0,0,0.00,0.01,1160000,"[2,3,11,11,11,11,7,17,9,7,11,7]",2026-02-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
fieldstone foundation repair near me,13,13,50,0,16.40,https://crackx.com/fieldstone-foundation-repair-special-merrimack-valley/,0,0,0.00,0.77,394000,"[7,7,7,7,11,53,26,65,42,7,7,7]",2026-02-05,"Local pack, Video, Image, People also ask, Related searches, AI overview",transactional,Organic
fieldstone foundation repair near me,35,35,50,0,16.40,https://crackx.com/fieldstone-foundation-repair-services/,0,0,0.00,0.77,394000,"[7,7,7,7,11,53,26,65,42,7,7,7]",2026-02-05,"Local pack, Video, Image, People also ask, Related searches, AI overview",transactional,Organic
fieldstone foundation repair near me,87,87,50,0,16.40,https://crackx.com/fieldstone-foundation-repair-restoration/,0,0,0.00,0.77,394000,"[7,7,7,7,11,53,26,65,42,7,7,7]",2026-02-05,"Local pack, Video, Image, People also ask, Related searches, AI overview",transactional,Organic
